disk_type,pool_type,cache_size,iops_min,iops_max,iops_avg,iops_std,iops_samples,bw_min,bw_max,bw_perc,bw_avg,bw_std,bw_samples,clat_min,clat_max,clat_avg,clat_std,iodepth,bs,iops_limit,workload,request_type,iops,bw,bw_mb,total_bw,total_time,clat_1th,clat_50th,clat_90th,clat_99th
rbd,hdd,none,,,,,,13824,44544,99.82,20582.40,6222.90,60,378,78366,24711.43,15749.28,320,4ki,100000,read,read,5154,20.1MiB/s,21.1MB/s,605MiB,30040msec,14,93,138,186
rbd,hdd,none,,,,,,10240,40960,99.85,20410.58,6910.83,59,378,78366,24711.43,15749.28,384,4ki,100000,read,read,5110,20.0MiB/s,20.9MB/s,599MiB,30005msec,16,103,142,284
rbd,hdd,none,,,,,,12288,34816,99.83,20624.93,6221.45,60,378,78366,24711.43,15749.28,448,4ki,100000,read,read,5164,20.2MiB/s,21.2MB/s,606MiB,30039msec,18,110,148,186
rbd,hdd,none,,,,,,12240,41440,99.14,20439.05,6234.60,59,378,78366,24711.43,15749.28,512,4ki,100000,read,read,5154,20.1MiB/s,21.1MB/s,604MiB,30005msec,20,120,155,203
rbd,hdd,none,,,,,,17696,35288,100.00,25059.47,3508.32,60,378,78366,24711.43,15749.28,256,4ki,100000,randread,read,6225,24.3MiB/s,25.5MB/s,735MiB,30229msec,1467,26346,46400,1098908
rbd,hdd,none,,,,,,33648,48368,100.00,42825.60,3027.83,60,378,78366,24711.43,15749.28,256,8ki,100000,randread,read,5294,41.4MiB/s,43.4MB/s,1257MiB,30383msec,10,34,65,936
rbd,hdd,none,,,,,,63488,95904,100.00,81324.80,6568.89,60,378,78366,24711.43,15749.28,256,16ki,100000,randread,read,4995,78.1MiB/s,81.8MB/s,2387MiB,30576msec,11,35,62,1070
rbd,hdd,none,,,,,,134272,172736,100.00,153873.07,9310.68,60,378,78366,24711.43,15749.28,256,32ki,100000,randread,read,4755,149MiB/s,156MB/s,4516MiB,30387msec,17,38,67,986
rbd,hdd,none,,,,,,235520,323456,100.00,275330.13,21161.47,60,378,78366,24711.43,15749.28,256,64ki,100000,randread,read,4238,265MiB/s,278MB/s,8082MiB,30512msec,23,42,69,1351
rbd,hdd,none,,,,,,235520,323456,100.00,275330.13,21161.47,60,378,78366,24711.43,15749.28,256,4ki,100000,read,read,3632,14.2MiB/s,14.9MB/s,426MiB,30038msec,12,75,82,264
rbd,hdd,none,,,,,,28352,57776,99.94,34153.07,6768.13,60,378,78366,24711.43,15749.28,256,8ki,100000,read,read,4271,33.4MiB/s,35.0MB/s,1003MiB,30042msec,10,65,83,232
rbd,hdd,none,,,,,,56320,107168,99.96,73939.73,8638.13,60,378,78366,24711.43,15749.28,256,16ki,100000,read,read,4623,72.2MiB/s,75.7MB/s,2170MiB,30042msec,10,57,78,138
rbd,hdd,none,,,,,,133888,190336,99.95,166064.00,12377.83,60,378,78366,24711.43,15749.28,256,32ki,100000,read,read,5192,162MiB/s,170MB/s,4873MiB,30034msec,20,50,67,178
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,256,64ki,100000,read,read,5169,323MiB/s,339MB/s,9706MiB,30040msec,21,47,69,268
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,128,4ki,100000,randwrite,write,1160,4640KiB/s,4752kB/s,273MiB,60220msec,22,79,226,844
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,128,4ki,100000,write,write,1723,6896KiB/s,7061kB/s,405MiB,60145msec,40,67,92,351
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,128,4ki,10000,randwrite,write,1195,4783KiB/s,4898kB/s,141MiB,30227msec,22,72,222,447
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,128,4ki,20000,randwrite,write,1184,4739KiB/s,4853kB/s,140MiB,30227msec,22,80,220,409
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,128,4ki,30000,randwrite,write,1176,4708KiB/s,4821kB/s,139MiB,30234msec,22,77,222,451
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,128,4ki,40000,randwrite,write,1188,4754KiB/s,4868kB/s,140MiB,30162msec,22,79,220,397
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,128,4ki,50000,randwrite,write,1190,4760KiB/s,4874kB/s,141MiB,30284msec,22,79,220,451
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,128,4ki,60000,randwrite,write,1191,4766KiB/s,4880kB/s,141MiB,30212msec,22,80,218,426
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,128,4ki,70000,randwrite,write,1171,4687KiB/s,4800kB/s,138MiB,30182msec,22,80,220,409
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,128,4ki,80000,randwrite,write,1196,4788KiB/s,4903kB/s,141MiB,30218msec,22,75,220,397
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,128,4ki,90000,randwrite,write,1171,4684KiB/s,4797kB/s,138MiB,30230msec,22,81,222,489
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,128,4ki,100000,randwrite,write,1185,4741KiB/s,4854kB/s,140MiB,30265msec,22,78,220,464
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,128,4ki,10000,write,write,1734,6939KiB/s,7106kB/s,204MiB,30031msec,42,68,91,243
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,128,4ki,20000,write,write,1766,7067KiB/s,7237kB/s,208MiB,30066msec,42,67,87,188
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,128,4ki,30000,write,write,1734,6938KiB/s,7104kB/s,204MiB,30036msec,40,67,92,414
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,128,4ki,40000,write,write,1889,7558KiB/s,7740kB/s,222MiB,30077msec,37,64,84,205
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,128,4ki,50000,write,write,1762,7051KiB/s,7220kB/s,208MiB,30208msec,41,67,92,224
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,128,4ki,60000,write,write,1726,6906KiB/s,7071kB/s,203MiB,30029msec,41,67,92,300
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,128,4ki,70000,write,write,1638,6556KiB/s,6713kB/s,193MiB,30068msec,42,75,95,220
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,128,4ki,80000,write,write,1696,6786KiB/s,6949kB/s,199MiB,30031msec,40,70,92,203
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,128,4ki,90000,write,write,1766,7068KiB/s,7237kB/s,208MiB,30064msec,41,67,89,150
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,128,4ki,100000,write,write,1772,7089KiB/s,7259kB/s,208MiB,30047msec,42,67,89,184
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,1,4ki,100000,randwrite,write,33,135KiB/s,138kB/s,4048KiB,30019msec,17,27,41,157
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,16,4ki,100000,randwrite,write,320,1281KiB/s,1312kB/s,37.6MiB,30063msec,18,34,118,351
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,32,4ki,100000,randwrite,write,499,1997KiB/s,2045kB/s,58.8MiB,30134msec,19,38,169,376
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,64,4ki,100000,randwrite,write,786,3144KiB/s,3220kB/s,92.4MiB,30075msec,21,46,199,384
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,80,4ki,100000,randwrite,write,1045,4180KiB/s,4281kB/s,123MiB,30206msec,22,60,213,414
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,96,4ki,100000,randwrite,write,1097,4392KiB/s,4497kB/s,130MiB,30283msec,22,65,215,518
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,112,4ki,100000,randwrite,write,1152,4608KiB/s,4719kB/s,136MiB,30206msec,22,72,218,472
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,128,4ki,100000,randwrite,write,1193,4774KiB/s,4888kB/s,141MiB,30203msec,22,77,220,418
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,160,4ki,100000,randwrite,write,1212,4849KiB/s,4965kB/s,143MiB,30204msec,40,159,284,489
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,192,4ki,100000,randwrite,write,1219,4876KiB/s,4993kB/s,144MiB,30201msec,45,174,292,493
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,224,4ki,100000,randwrite,write,1205,4821KiB/s,4937kB/s,142MiB,30222msec,61,186,309,558
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,256,4ki,100000,randwrite,write,1226,4907KiB/s,5025kB/s,145MiB,30275msec,58,197,317,531
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,320,4ki,100000,randwrite,write,1228,4913KiB/s,5030kB/s,145MiB,30171msec,142,330,464,651
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,384,4ki,100000,randwrite,write,1217,4872KiB/s,4988kB/s,144MiB,30237msec,176,355,489,743
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,448,4ki,100000,randwrite,write,1209,4839KiB/s,4955kB/s,143MiB,30183msec,245,380,510,802
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,378,78366,24711.43,15749.28,512,4ki,100000,randwrite,write,1216,4866KiB/s,4983kB/s,144MiB,30249msec,239,405,535,1083
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,16289,74594,24451.52,3611.38,1,4ki,100000,write,write,40,163KiB/s,167kB/s,4900KiB,30012msec,16581,25035,25035,74974
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,16289,74594,24451.52,3611.38,16,4ki,100000,write,write,343,1373KiB/s,1406kB/s,40.3MiB,30031msec,30,43,51,176
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,16289,74594,24451.52,3611.38,32,4ki,100000,write,write,466,1865KiB/s,1910kB/s,54.8MiB,30061msec,25,67,92,190
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,16289,74594,24451.52,3611.38,64,4ki,100000,write,write,945,3783KiB/s,3874kB/s,111MiB,30006msec,26,62,90,184
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,16289,74594,24451.52,3611.38,80,4ki,100000,write,write,1499,5999KiB/s,6143kB/s,176MiB,30041msec,33,62,75,176
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,16289,74594,24451.52,3611.38,96,4ki,100000,write,write,1662,6650KiB/s,6810kB/s,195MiB,30026msec,42,72,96,176
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,16289,74594,24451.52,3611.38,112,4ki,100000,write,write,1752,7011KiB/s,7179kB/s,206MiB,30015msec,42,67,92,186
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,16289,74594,24451.52,3611.38,128,4ki,100000,write,write,1794,7179KiB/s,7352kB/s,211MiB,30025msec,41,67,88,180
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,16289,74594,24451.52,3611.38,160,4ki,100000,write,write,1766,7066KiB/s,7236kB/s,207MiB,30045msec,52,117,159,275
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,16289,74594,24451.52,3611.38,192,4ki,100000,write,write,1762,7051KiB/s,7221kB/s,207MiB,30060msec,71,125,159,288
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,16289,74594,24451.52,3611.38,224,4ki,100000,write,write,1746,6985KiB/s,7153kB/s,205MiB,30054msec,61,133,174,279
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,16289,74594,24451.52,3611.38,256,4ki,100000,write,write,1798,7194KiB/s,7366kB/s,212MiB,30106msec,99,136,167,243
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,16289,74594,24451.52,3611.38,320,4ki,100000,write,write,1776,7107KiB/s,7278kB/s,209MiB,30041msec,132,226,288,405
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,16289,74594,24451.52,3611.38,384,4ki,100000,write,write,1738,6952KiB/s,7119kB/s,204MiB,30048msec,184,241,292,422
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,16289,74594,24451.52,3611.38,448,4ki,100000,write,write,1756,7025KiB/s,7193kB/s,206MiB,30029msec,192,266,321,464
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,16289,74594,24451.52,3611.38,512,4ki,100000,write,write,1694,6779KiB/s,6942kB/s,199MiB,30060msec,226,292,368,667
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,16289,74594,24451.52,3611.38,256,4ki,100000,randwrite,write,1202,4811KiB/s,4926kB/s,142MiB,30245msec,65,201,326,535
rbd,hdd,none,,,,,,250880,397568,99.97,330766.93,31755.03,60,16289,74594,24451.52,3611.38,256,8ki,100000,randwrite,write,1185,9483KiB/s,9710kB/s,280MiB,30249msec,55,201,330,584
rbd,hdd,none,,,,,,14019,23488,99.83,17595.78,1564.23,60,16289,74594,24451.52,3611.38,256,16ki,100000,randwrite,write,1101,17.2MiB/s,18.0MB/s,520MiB,30183msec,66,218,351,659
rbd,hdd,none,,,,,,25920,45504,99.93,31797.33,3567.27,60,16289,74594,24451.52,3611.38,256,32ki,100000,randwrite,write,994,31.1MiB/s,32.6MB/s,940MiB,30237msec,78,243,388,634
rbd,hdd,none,,,,,,49408,122624,99.79,107554.13,8987.23,60,16289,74594,24451.52,3611.38,256,64ki,100000,randwrite,write,1684,105MiB/s,110MB/s,3167MiB,30089msec,91,148,178,388
rbd,hdd,none,,,,,,49408,122624,99.79,107554.13,8987.23,60,16289,74594,24451.52,3611.38,256,4ki,100000,write,write,1832,7331KiB/s,7507kB/s,215MiB,30033msec,101,134,167,288
rbd,hdd,none,,,,,,49408,122624,99.79,107554.13,8987.23,60,16289,74594,24451.52,3611.38,256,8ki,100000,write,write,1503,11.7MiB/s,12.3MB/s,353MiB,30060msec,115,167,197,288
rbd,hdd,none,,,,,,12320,24768,99.45,20139.73,2298.49,60,16289,74594,24451.52,3611.38,256,16ki,100000,write,write,1265,19.8MiB/s,20.7MB/s,594MiB,30039msec,133,201,226,338
rbd,hdd,none,,,,,,16448,42176,99.53,31949.87,5851.05,60,16289,74594,24451.52,3611.38,256,32ki,100000,write,write,1003,31.3MiB/s,32.9MB/s,944MiB,30113msec,144,264,288,405
rbd,hdd,none,,,,,,41216,83072,99.47,66506.67,7179.01,60,16289,74594,24451.52,3611.38,256,64ki,100000,write,write,1044,65.3MiB/s,68.5MB/s,1964MiB,30086msec,133,243,296,443
